"","Misclassification","Precision","Sensitivity","Specificity","model"
"1",0.230987917555082,0.519480519480519,0.809248554913295,0.755890669180019,"Logistic"
"2",0.186922530206112,0.630914826498423,0.578034682080925,0.889726672950047,"Random Forest"
